DESP,NYSE,"Despegar.com, Corp.",1950000000.0,2017,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/desp,
DB,NYSE,Deutsche Bank AG,34460000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/db,
DVN,NYSE,Devon Energy Corporation,21660000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dvn,
DHT,NYSE,"DHT Holdings, Inc.",573660000.0,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dht,
DEO,NYSE,Diageo plc,84540000000.0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/deo,
DO,NYSE,"Diamond Offshore Drilling, Inc.",2290000000.0,1995,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/do,
DRH,NYSE,Diamondrock Hospitality Company,2260000000.0,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/drh,
DSX,NYSE,Diana Shipping inc.,468040000.0,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dsx,
DKS,NYSE,Dick&#39;s Sporting Goods Inc,2670000000.0,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dks,
DBD,NYSE,Diebold Nixdorf Incorporated,1360000000.0,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/dbd,
DLR,NYSE,"Digital Realty Trust, Inc.",25060000000.0,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dlr,
DDS,NYSE,"Dillard&#39;s, Inc.",1470000000.0,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dds,
DIN,NYSE,"DineEquity, Inc",773230000.0,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/din,
DPLO,NYSE,"Diplomat Pharmacy, Inc.",1280000000.0,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/dplo,
DFS,NYSE,Discover Financial Services,24320000000.0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dfs,
DLB,NYSE,Dolby Laboratories,6020000000.0,2005,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dlb,
DG,NYSE,Dollar General Corporation,22040000000.0,2009,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dg,
DM,NYSE,"Dominion Energy Midstream Partners, LP",3130000000.0,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dm,
D,NYSE,"Dominion Energy, Inc.",52300000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/d,
DPZ,NYSE,Domino&#39;s Pizza Inc,7440000000.0,2004,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/dpz,
UFS,NYSE,Domtar Corporation,2990000000.0,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/ufs,
DCI,NYSE,"Donaldson Company, Inc.",6180000000.0,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/dci,
DFIN,NYSE,"Donnelley Financial Solutions, Inc.",621770000.0,2016,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dfin,
LPG,NYSE,Dorian LPG Ltd.,455720000.0,2014,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/lpg,
DSL,NYSE,DoubleLine Income Solutions Fund,2130000000.0,2013,n/a,n/a,http://www.nasdaq.com/symbol/dsl,
PLOW,NYSE,"Douglas Dynamics, Inc.",919450000.0,2010,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/plow,
DEI,NYSE,"Douglas Emmett, Inc.",6580000000.0,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dei,
DOV,NYSE,Dover Corporation,14980000000.0,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dov,
DWDP,NYSE,DowDuPont Inc.,166180000000.0,2017,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/dwdp,
DPS,NYSE,"Dr Pepper Snapple Group, Inc",15250000000.0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/dps,
RDY,NYSE,Dr. Reddy&#39;s Laboratories Ltd,5950000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdy,
DSM,NYSE,"Dreyfus Strategic Municipal Bond Fund, Inc.",415120000.0,1989,n/a,n/a,http://www.nasdaq.com/symbol/dsm,
LEO,NYSE,"Dreyfus Strategic Municipals, Inc.",545510000.0,1987,n/a,n/a,http://www.nasdaq.com/symbol/leo,
DRQ,NYSE,"Dril-Quip, Inc.",1740000000.0,1997,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/drq,
DST,NYSE,"DST Systems, Inc.",3630000000.0,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst,
DSW,NYSE,DSW Inc.,1490000000.0,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dsw,
DTE,NYSE,DTE Energy Company,20240000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dte,
DPG,NYSE,Duff & Phelps Global Utility Income Fund Inc.,611430000.0,2011,n/a,n/a,http://www.nasdaq.com/symbol/dpg,
DNP,NYSE,"Duff & Phelps Utilities Income, Inc.",3220000000.0,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp,
DUK,NYSE,Duke Energy Corporation,62550000000.0,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/duk,
DRE,NYSE,Duke Realty Corporation,10320000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dre,
DNB,NYSE,Dun & Bradstreet Corporation (The),4200000000.0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/dnb,
DXC,NYSE,DXC Technology Company,26340000000.0,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dxc,
DY,NYSE,"Dycom Industries, Inc.",2820000000.0,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/dy,
DLNG,NYSE,Dynagas LNG Partners LP,472020000.0,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/dlng,
DYN,NYSE,Dynegy Inc.,1600000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/dyn,
ELF,NYSE,"e.l.f. Beauty, Inc.",951050000.0,2016,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/elf,
SSP,NYSE,E.W. Scripps Company (The),1170000000.0,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/ssp,
EXP,NYSE,Eagle Materials Inc,5030000000.0,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/exp,
ESTE,NYSE,"Earthstone Energy, Inc.",577760000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este,
DEA,NYSE,"Easterly Government Properties, Inc.",805830000.0,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dea,
EGP,NYSE,"EastGroup Properties, Inc.",3170000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/egp,
EMN,NYSE,Eastman Chemical Company,13130000000.0,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/emn,
ETN,NYSE,"Eaton Corporation, PLC",34660000000.0,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/etn,
ETV,NYSE,Eaton Vance Corporation,987320000.0,2005,n/a,n/a,http://www.nasdaq.com/symbol/etv,
ETW,NYSE,Eaton Vance Corporation,1260000000.0,2005,n/a,n/a,http://www.nasdaq.com/symbol/etw,
EV,NYSE,Eaton Vance Corporation,5910000000.0,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ev,
EOI,NYSE,Eaton Vance Enhance Equity Income Fund,565660000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/eoi,
EOS,NYSE,Eaton Vance Enhanced Equity Income Fund II,720550000.0,2005,n/a,n/a,http://www.nasdaq.com/symbol/eos,
EFT,NYSE,Eaton Vance Floating Rate Income Trust,572440000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/eft,
ETJ,NYSE,Eaton Vance Risk-Managed Diversified Equity Income Fund,585740000.0,2007,n/a,n/a,http://www.nasdaq.com/symbol/etj,
EFR,NYSE,Eaton Vance Senior Floating-Rate Fund,532460000.00000006,2003,n/a,n/a,http://www.nasdaq.com/symbol/efr,
EVT,NYSE,Eaton Vance Tax Advantaged Dividend Income Fund,1640000000.0,2003,n/a,n/a,http://www.nasdaq.com/symbol/evt,
ETG,NYSE,Eaton Vance Tax-Advantaged Global Dividend Income Fund,1320000000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/etg,
ETB,NYSE,Eaton Vance Tax-Managed Buy-Write Income Fund,413760000.0,2005,n/a,n/a,http://www.nasdaq.com/symbol/etb,
ETY,NYSE,Eaton Vance Tax-Managed Diversified Equity Income Fund,1760000000.0,2006,n/a,n/a,http://www.nasdaq.com/symbol/ety,
EXG,NYSE,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,2820000000.0,2007,n/a,n/a,http://www.nasdaq.com/symbol/exg,
ECR,NYSE,Eclipse Resources Corporation,648960000.0,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ecr,
ECL,NYSE,Ecolab Inc.,37890000000.0,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ecl,
EC,NYSE,Ecopetrol S.A.,24650000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ec,
EIX,NYSE,Edison International,25870000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eix,
EDR,NYSE,Education Realty Trust Inc.,2740000000.0,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/edr,
EW,NYSE,Edwards Lifesciences Corporation,22100000000.0,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ew,
EHIC,NYSE,eHi Car Services Limited,772770000.0,2014,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/ehic,
EE,NYSE,El Paso Electric Company,2350000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ee,
EGO,NYSE,Eldorado Gold Corporation,968690000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ego,
LLY,NYSE,Eli Lilly and Company,91700000000.0,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lly,
ELLI,NYSE,"Ellie Mae, Inc.",3030000000.0,2011,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/elli,
EFC,NYSE,Ellington Financial LLC,491320000.0,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/efc,
ERJ,NYSE,Embraer-Empresa Brasileira de Aeronautica,3680000000.0,2000,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/erj,
EME,NYSE,"EMCOR Group, Inc.",4800000000.0,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/eme,
EEX,NYSE,"Emerald Expositions Events, Inc.",1620000000.0,2017,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/eex,
EBS,NYSE,"Emergent Biosolutions, Inc.",1600000000.0,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebs,
EMR,NYSE,Emerson Electric Company,40370000000.0,n/a,Energy,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/emr,
ESRT,NYSE,"Empire State Realty Trust, Inc.",6130000000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/esrt,
EIG,NYSE,Employers Holdings Inc,1550000000.0,2007,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/eig,
EDN,NYSE,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),1990000000.0,2007,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/edn,
ENBL,NYSE,"Enable Midstream Partners, LP",6790000000.0,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enbl,
EEQ,NYSE,Enbridge Energy Management LLC,1350000000.0,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eeq,
EEP,NYSE,"Enbridge Energy, L.P.",7410000000.0,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/eep,
ENB,NYSE,Enbridge Inc,60690000000.0,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/enb,
ECA,NYSE,Encana Corporation,12410000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eca,
ENIA,NYSE,Enel Americas S.A.,12190000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enia,
ENIC,NYSE,Enel Chile S.A.,5620000000.0,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/enic,
EOCC,NYSE,Enel Generacion Chile S.A.,7070000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eocc,
EGN,NYSE,Energen Corporation,5360000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/egn,
ENR,NYSE,"Energizer Holdings, Inc.",2590000000.0,2015,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/enr,
EPC,NYSE,"Energizer Holdings, Inc.",3450000000.0,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/epc,
ETE,NYSE,"Energy Transfer Equity, L.P.",20180000000.0,2006,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ete,
ETP,NYSE,"Energy Transfer Partners, L.P.",24930000000.0,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/etp,
ERF,NYSE,Enerplus Corporation,2400000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/erf,
ENS,NYSE,Enersys,2950000000.0,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens,
EGL,NYSE,"Engility Holdings, Inc.",1060000000.0,2015,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/egl,
E,NYSE,ENI S.p.A.,61940000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/e,
ENLK,NYSE,"EnLink Midstream Partners, LP",5620000000.0,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlk,
ENLC,NYSE,"EnLink Midstream, LLC",2960000000.0,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc,
EBF,NYSE,"Ennis, Inc.",481650000.0,n/a,Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/ebf,
ENVA,NYSE,"Enova International, Inc.",470520000.0,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/enva,
NPO,NYSE,EnPro Industries,1770000000.0,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/npo,
ESV,NYSE,ENSCO plc,2530000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/esv,
ETM,NYSE,Entercom Communications Corporation,446200000.0,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/etm,
ETR,NYSE,Entergy Corporation,15590000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr,
EPD,NYSE,Enterprise Products Partners L.P.,53770000000.0,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd,
EVC,NYSE,Entravision Communications Corporation,515390000.0,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc,
ENV,NYSE,"Envestnet, Inc",2290000000.0,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env,
EVHC,NYSE,Envision Healthcare Corporation,3110000000.0,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc,
EVA,NYSE,"Enviva Partners, LP",765820000.0,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva,
ENZ,NYSE,"Enzo Biochem, Inc.",463150000.0,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz,
EOG,NYSE,"EOG Resources, Inc.",61260000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog,
EPE,NYSE,EP Energy Corporation,723900000.0,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe,
EPAM,NYSE,"EPAM Systems, Inc.",5290000000.0,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam,
EPR,NYSE,EPR Properties,5180000000.0,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr,
EQT,NYSE,EQT Corporation,10960000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt,
EQGP,NYSE,"EQT GP Holdings, LP",7360000000.0,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp,
EQM,NYSE,"EQT Midstream Partners, LP",5880000000.0,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm,
EFX,NYSE,"Equifax, Inc.",12930000000.0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx,
EQC,NYSE,Equity Commonwealth,3760000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc,
ELS,NYSE,"Equity Lifestyle Properties, Inc.",7820000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els,
EQR,NYSE,Equity Residential,25560000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr,
EROS,NYSE,Eros International PLC,790400000.0,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros,
ESE,NYSE,ESCO Technologies Inc.,1500000000.0,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese,
ESNT,NYSE,Essent Group Ltd.,3870000000.0,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt,
ESS,NYSE,"Essex Property Trust, Inc.",16829999999.999998,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess,
EL,NYSE,"Estee Lauder Companies, Inc. (The)",45040000000.0,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el,
ESL,NYSE,Esterline Technologies Corporation,2780000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl,
ETH,NYSE,Ethan Allen Interiors Inc.,744460000.0,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth,
EURN,NYSE,Euronav NV,1330000000.0,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn,
EVR,NYSE,Evercore Inc.,3020000000.0,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr,
RE,NYSE,"Everest Re Group, Ltd.",9320000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re,
EVRI,NYSE,Everi Holdings Inc.,590380000.0,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri,
ES,NYSE,Eversource Energy,20450000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es,
EVTC,NYSE,"Evertec, Inc.",1020000000.0,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc,
EVH,NYSE,"Evolent Health, Inc",857940000.0,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh,
AQUA,NYSE,Evoqua Water Technologies Corp.,2300000000.0,2017,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/aqua,
EXC,NYSE,Exelon Corporation,39620000000.0,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc,
EXPR,NYSE,"Express, Inc.",507490000.0,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr,
STAY,NYSE,"Extended Stay America, Inc.",3310000000.0,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay,
EXTN,NYSE,Exterran Corporation,1120000000.0,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn,
EXR,NYSE,Extra Space Storage Inc,10800000000.0,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr,
XOM,NYSE,Exxon Mobil Corporation,354150000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom,
FNB,NYSE,F.N.B. Corporation,4210000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb,
FN,NYSE,Fabrinet,1090000000.0,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn,
FDS,NYSE,FactSet Research Systems Inc.,7480000000.0,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds,
FICO,NYSE,Fair Isaac Corporation,4670000000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico,
FMSA,NYSE,Fairmount Santrol Holdings Inc.,1080000000.0,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa,
SFUN,NYSE,Fang Holdings Limited,2130000000.0,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun,
FBK,NYSE,FB Financial Corporation,1240000000.0,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk,
FFG,NYSE,"FBL Financial Group, Inc.",1810000000.0,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg,
FCB,NYSE,"FCB Financial Holdings, Inc.",2029999999.9999998,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb,
AGM,NYSE,Federal Agricultural Mortgage Corporation,753210000.0,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm,
FRT,NYSE,Federal Realty Investment Trust,9330000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt,
FSS,NYSE,Federal Signal Corporation,1270000000.0,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fss,
FII,NYSE,"Federated Investors, Inc.",3120000000.0,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii,
FDX,NYSE,FedEx Corporation,59300000000.0,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx,
RACE,NYSE,Ferrari N.V.,28200000000.0,2015,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race,
FGP,NYSE,"Ferrellgas Partners, L.P.",469250000.0,1994,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fgp,
